XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS 

-1.389, 5.847, -1.356, 5.902, 0, 15, 9.3, 917698667
-1.391, 5.850, -1.497, 5.871, 0, 15, 9.3, 917698743
-1.391, 5.854, -1.443, 5.790, 0, 15, 9.4, 917698837
-1.393, 5.859, -1.378, 5.899, 0, 15, 8.9, 917698931
-1.392, 5.857, -1.440, 5.850, 0, 15, 9.4, 917699022
-1.394, 5.847, -1.557, 5.670, 0, 15, 9.4, 917699114
-1.385, 5.846, -1.387, 5.798, 0, 15, 9.2, 917699211
-1.387, 5.843, -1.451, 5.901, 0, 15, 9.1, 917699287
-1.390, 5.845, -1.400, 5.812, 0, 15, 9.1, 917699381
-1.386, 5.847, -1.447, 5.765, 0, 15, 9.5, 917699459
-1.385, 5.834, -1.439, 5.742, 0, 15, 9.2, 917699557
-1.384, 5.836, -1.560, 5.819, 0, 15, 9.2, 917699651
-1.376, 5.835, -1.347, 5.886, 0, 15, 9.4, 917699724
-1.377, 5.834, -1.537, 5.952, 0, 15, 9.4, 917699823
-1.388, 5.836, -1.458, 5.785, 0, 15, 9.4, 917699931
-1.383, 5.834, -1.521, 5.759, 0, 15, 9.2, 917700018
-1.386, 5.828, -1.560, 5.720, 0, 15, 9.6, 917700116
-1.387, 5.832, -1.535, 5.869, 0, 15, 9.4, 917700222
-1.396, 5.828, -1.581, 5.965, 0, 15, 9.3, 917700315
-1.392, 5.824, -1.403, 5.824, 0, 15, 9.2, 917700411
-1.389, 5.828, -1.389, 5.954, 0, 15, 9.1, 917700520
-1.231, 5.774, 1.531, 4.975, 0, 15, 9.4, 917700613
-1.288, 5.710, -1.054, 5.310, 0, 15, 9.3, 917700710
-1.313, 5.650, -1.842, 5.405, 0, 15, 9.4, 917700814
-1.354, 5.487, -1.502, 5.682, 0, 15, 9.2, 917700912
-1.400, 5.289, -0.960, 4.894, 0, 15, 9.1, 917701027
-1.395, 5.141, -1.489, 4.056, 0, 15, 9.4, 917701115
-1.430, 4.892, -1.911, 4.232, 0, 15, 9.4, 917701211
-1.436, 4.757, -0.910, 4.481, 0, 15, 9.4, 917701304
-1.436, 4.623, -1.937, 4.262, 0, 15, 9.0, 917701395
-1.456, 4.431, -0.687, 3.936, 0, 15, 9.1, 917701490
-1.436, 4.242, -0.976, 4.116, 0, 15, 9.2, 917701597
-1.436, 4.025, -2.395, 2.874, 0, 15, 9.0, 917701687
-1.409, 3.835, -0.898, 3.114, 0, 15, 9.6, 917701765
-1.430, 3.544, -1.815, 1.188, 0, 15, 9.2, 917701863
-1.505, 3.164, -2.337, 2.599, 0, 15, 9.1, 917701971
-1.463, 3.008, -2.000, 1.429, 0, 15, 9.0, 917702070
-1.475, 2.747, -0.649, 1.924, 0, 15, 9.4, 917702177
-1.491, 2.557, -1.010, 1.791, 0, 15, 9.3, 917702269
-1.467, 2.372, -0.388, 1.746, 0, 15, 9.3, 917702382
-1.577, 2.184, -5.971, -0.085, 0, 15, 9.4, 917702469
-1.523, 2.059, -2.196, 0.331, 0, 15, 9.2, 917702577
-1.651, 1.874, -3.305, 1.037, 0, 15, 9.3, 917702670
-1.644, 1.781, -6.655, -1.207, 0, 15, 9.4, 917702789
-1.608, 1.560, 1.377, 0.952, 0, 15, 9.3, 917702898
-1.696, 1.408, -6.072, -1.064, 0, 15, 9.0, 917702990
-1.639, 1.262, -4.525, -2.506, 0, 15, 9.0, 917703099
-1.570, 1.122, -6.089, -2.759, 0, 15, 9.4, 917703193
-1.516, 0.953, -6.626, -2.176, 0, 15, 9.3, 917703286
-1.507, 0.744, 0.500, -1.717, 0, 15, 9.5, 917703364
-1.498, 0.625, 1.261, 0.475, 0, 15, 9.3, 917703455
-1.472, 0.404, -1.064, 0.108, 0, 15, 9.2, 917703547
-1.559, 0.223, -2.361, -2.857, 0, 15, 9.0, 917703625
-1.618, 0.164, -0.059, -2.683, 0, 15, 9.2, 917703721
-1.694, 0.203, -1.637, 0.139, 0, 15, 9.4, 917703814
-1.640, 0.382, -2.379, -1.931, 0, 15, 9.0, 917703906
-1.749, 0.392, -4.588, -3.014, 0, 15, 8.9, 917703989
-1.699, 0.328, -3.705, -1.455, 0, 15, 9.3, 917704112
-1.614, 0.243, -0.188, 1.237, 0, 15, 9.3, 917704206
-1.579, 0.117, 1.244, 2.142, 0, 15, 9.4, 917704282
-1.723, -0.062, -5.985, -2.969, 0, 15, 9.3, 917704376
-1.672, -0.155, -2.546, -2.120, 0, 15, 9.3, 917704474
-1.812, -0.237, -6.483, -1.784, 0, 15, 9.3, 917704564
-1.844, -0.220, -2.296, 0.477, 0, 15, 9.3, 917704667
-1.817, -0.121, -7.290, -2.083, 0, 15, 9.3, 917704769
-1.626, -0.044, 2.480, 1.189, 0, 15, 9.3, 917704891
-1.516, -0.117, 2.396, 0.577, 0, 15, 9.3, 917704994
-1.568, -0.224, -2.061, -1.000, 0, 15, 9.4, 917705090
-1.587, -0.285, -2.773, -1.805, 0, 15, 9.3, 917705194
-1.621, -0.312, -3.059, -1.575, 0, 15, 8.9, 917705289
-1.731, -0.400, -3.774, -2.368, 0, 15, 9.3, 917705401
-1.700, -0.580, 3.690, 0.858, 0, 15, 9.3, 917705512
-1.720, -0.706, -2.658, -1.641, 0, 15, 9.4, 917705629
-1.716, -0.240, -1.365, 1.388, 0, 15, 9.2, 917705740
-1.738, -0.109, 0.212, -1.187, 0, 15, 9.4, 917705832
-1.733, 0.200, 2.396, 3.013, 0, 15, 9.4, 917705928
-1.688, 0.100, 0.852, 0.906, 0, 15, 9.1, 917706036
-1.747, -0.195, -6.275, -1.606, 0, 15, 8.9, 917706128
-1.759, -0.339, -1.247, 1.171, 0, 15, 9.2, 917706206
-1.750, -0.590, -4.654, -3.589, 0, 15, 9.3, 917706317
-1.705, -0.605, -2.511, -0.703, 0, 15, 9.0, 917706409
-1.740, -0.476, -6.135, -6.335, 0, 15, 9.2, 917706518
-1.738, -0.456, -5.276, -1.671, 0, 15, 9.3, 917706611
-1.780, -0.573, 1.564, 2.354, 0, 15, 9.0, 917706721
-1.857, -0.554, -4.492, 0.943, 0, 15, 9.4, 917706832
-1.978, -0.738, -7.712, -7.123, 0, 15, 9.5, 917706945
-2.049, -0.862, -6.865, -3.730, 0, 15, 9.3, 917707032
-1.835, -1.053, 3.542, -2.247, 0, 15, 9.0, 917707165
-1.911, -0.933, 1.653, -0.111, 0, 15, 9.2, 917707290
-1.726, -0.919, -2.367, -3.193, 0, 15, 9.0, 917707387
-1.791, -1.116, -8.423, -4.922, 0, 15, 9.1, 917707492
-1.865, -1.460, -6.542, -6.270, 0, 15, 9.3, 917707600
-1.687, -1.757, 2.043, -2.473, 0, 15, 9.1, 917707694
-1.933, -1.746, -7.441, -1.393, 0, 15, 9.2, 917707783
-1.763, -1.494, 3.093, -1.560, 0, 15, 9.2, 917707888
-2.208, -0.854, -7.600, -0.636, 0, 15, 9.1, 917707987
-2.381, -0.531, -5.375, 0.597, 0, 15, 9.1, 917708063
-2.480, -0.493, -3.767, 0.068, 0, 15, 9.2, 917708158
-2.334, -0.624, -0.484, 0.843, 0, 15, 9.0, 917708252
-2.405, -0.763, -10.144, -1.016, 0, 15, 9.5, 917708349
-2.531, -0.785, 1.718, -1.014, 0, 15, 9.4, 917708456
-2.588, -0.708, -4.995, 1.152, 0, 15, 9.0, 917708550
-2.451, -0.768, 3.197, 0.332, 0, 15, 9.2, 917708659
-2.787, -0.956, -0.317, -1.268, 0, 15, 9.3, 917708755
-3.123, -0.874, -2.982, -1.352, 0, 15, 9.3, 917708848
-3.303, -0.732, -6.876, 0.409, 0, 15, 9.1, 917708959
-3.400, -0.650, 1.664, -1.404, 0, 15, 9.3, 917709051
-3.229, -0.922, -8.051, -1.240, 0, 15, 9.1, 917709159
-3.395, -1.101, 1.855, -3.550, 0, 15, 9.6, 917709255
-3.283, -1.182, 1.567, 0.061, 0, 15, 9.3, 917709347
-3.311, -1.113, -2.413, -4.812, 0, 15, 8.8, 917709447
-3.420, -0.941, 8.578, -1.581, 0, 15, 9.1, 917709554
-3.569, -0.753, -9.201, 0.827, 0, 15, 9.2, 917709646
-3.734, -0.574, -13.416, -0.291, 0, 15, 9.3, 917709738
-3.481, -0.431, -1.008, 1.836, 0, 15, 9.3, 917709829
-3.307, -0.403, -0.848, -2.424, 0, 15, 9.1, 917709948
-3.086, -0.460, -2.364, -0.869, 0, 15, 9.1, 917710052
-3.193, -0.683, -5.339, -1.316, 0, 15, 9.2, 917710157
-3.266, -0.661, -5.312, -0.308, 0, 15, 9.3, 917710253
-3.573, -0.607, -10.799, -1.713, 0, 15, 9.5, 917710344
-3.673, -0.227, -6.529, -0.292, 0, 15, 9.2, 917710439
-3.931, -0.312, -3.598, 0.291, 0, 15, 9.3, 917710528
-3.984, -0.571, -2.233, 0.889, 0, 15, 9.3, 917710609
-4.072, -0.740, -6.041, -1.151, 0, 15, 9.2, 917710715
-3.890, -1.057, -1.615, -2.054, 0, 15, 9.5, 917710808
-4.341, -1.226, -8.316, -0.828, 0, 15, 9.4, 917710909
-4.903, -1.507, -13.027, -4.607, 0, 15, 9.3, 917711010
-4.438, -2.055, -6.592, -5.656, 0, 15, 9.2, 917711129
-4.857, -2.535, -21.899, -8.560, 0, 15, 9.3, 917711226
-5.162, -2.359, 0.056, -0.266, 0, 15, 9.1, 917711325
-5.687, -0.017, 1.867, 1.541, 0, 15, 9.1, 917711418
-5.842, -0.108, -25.538, -3.767, 0, 15, 9.1, 917711507
-6.329, -0.358, -22.077, -3.540, 0, 15, 9.1, 917711601
-6.439, -1.334, -14.643, 1.144, 0, 15, 9.1, 917711697
-6.029, -1.193, -0.962, 2.845, 0, 15, 9.1, 917711793
-5.804, -0.835, -10.612, -6.737, 0, 15, 9.1, 917711890
-5.294, -0.791, -20.755, -5.614, 0, 15, 9.1, 917711983
-5.679, -0.581, -19.372, 1.318, 0, 15, 9.1, 917712074
-6.393, 0.134, -2.031, 3.217, 0, 15, 9.1, 917712166
-6.370, 0.418, 2.292, 0.530, 0, 15, 9.1, 917712263
-6.335, 0.819, -34.306, -2.596, 0, 15, 9.1, 917712360
-6.877, 0.763, -25.622, 1.393, 0, 15, 9.5, 917712459
-6.504, 1.126, -9.909, 2.697, 0, 15, 6553.5, 917712595
