XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-0.761, -7.021, -0.416, -7.004, 0, 5, 7.2, 549565600
-0.764, -7.023, -0.433, -7.004, 0, 5, 7.3, 549567682
-0.767, -7.032, -0.340, -7.062, 0, 5, 7.2, 549567786
-0.767, -7.039, -0.408, -7.000, 0, 5, 7.6, 549567903
-0.765, -7.039, -0.372, -6.883, 0, 5, 7.3, 549568008
-0.767, -7.040, -0.410, -6.910, 0, 5, 7.5, 549568100
-0.767, -7.044, -0.393, -6.930, 0, 5, 7.3, 549568192
-0.768, -7.048, -0.448, -6.944, 0, 5, 7.2, 549568287
-0.768, -7.051, -0.410, -6.954, 0, 5, 7.4, 549568384
-0.767, -7.057, -0.250, -6.861, 0, 5, 7.2, 549568473
-0.769, -7.060, -0.433, -6.854, 0, 5, 7.4, 549568566
-0.768, -7.060, -0.455, -6.936, 0, 5, 7.5, 549568660
-0.769, -7.062, -0.348, -6.912, 0, 5, 7.1, 549568757
-0.768, -7.063, -0.364, -6.971, 0, 5, 7.3, 549568852
-0.771, -7.065, -0.478, -6.852, 0, 5, 7.3, 549568943
-0.771, -7.069, -0.454, -6.863, 0, 5, 7.2, 549569036
-0.770, -7.072, -0.485, -7.003, 0, 5, 7.4, 549569133
-0.768, -7.071, -0.387, -6.902, 0, 5, 7.1, 549569227
-0.768, -7.073, -0.356, -6.931, 0, 5, 7.2, 549569321
-0.768, -7.079, -0.349, -6.951, 0, 5, 7.3, 549569402
-0.773, -7.079, -0.357, -6.917, 0, 5, 7.4, 549569497
-0.774, -7.077, -0.500, -6.857, 0, 5, 7.3, 549569571
-0.773, -7.081, -0.408, -6.905, 0, 5, 7.5, 549569664
-0.773, -7.086, -0.448, -6.892, 0, 5, 7.5, 549569747
-0.773, -7.091, -0.477, -6.722, 0, 5, 7.4, 549569839
-0.772, -7.093, -0.517, -6.944, 0, 5, 7.5, 549569935
-0.773, -7.097, -0.485, -6.993, 0, 5, 7.2, 549570028
-0.776, -7.102, -0.387, -6.907, 0, 5, 7.1, 549570110
-0.780, -7.104, -0.408, -6.959, 0, 5, 7.3, 549570181
-0.781, -7.103, -0.508, -6.937, 0, 5, 7.4, 549570250
-0.782, -7.103, -0.296, -6.904, 0, 5, 6.9, 549570370
-0.779, -7.106, -0.341, -6.856, 0, 5, 7.2, 549570473
-0.780, -7.107, -0.507, -6.885, 0, 5, 7.4, 549570565
-0.786, -7.110, -0.418, -6.891, 0, 5, 7.2, 549570654
-0.787, -7.111, -0.409, -6.957, 0, 5, 7.4, 549570747
-0.786, -7.113, -0.403, -6.880, 0, 5, 7.5, 549570806
-0.786, -7.111, -0.326, -6.885, 0, 5, 7.4, 549570870
-0.786, -7.110, -0.410, -6.891, 0, 5, 7.3, 549570931
-0.788, -7.110, -0.455, -6.910, 0, 5, 7.2, 549571024
-0.793, -7.108, -0.401, -6.888, 0, 5, 7.7, 549571088
-0.793, -7.108, -0.508, -6.930, 0, 5, 7.5, 549571172
-0.794, -7.107, -0.470, -6.901, 0, 5, 7.3, 549571230
-0.793, -7.106, -0.485, -6.755, 0, 5, 7.2, 549571295
