XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-5.967, 10.332, -5.848, 10.241, 0, 5, 10.1, 691388717
-5.967, 10.345, -5.811, 10.308, 0, 5, 9.9, 691390821
-5.973, 10.340, -5.975, 10.434, 0, 5, 10.0, 691390914
-5.983, 10.334, -5.819, 10.249, 0, 5, 10.0, 691391003
-5.982, 10.336, -5.899, 10.335, 0, 5, 9.9, 691391118
-5.984, 10.334, -5.920, 10.183, 0, 5, 9.8, 691391208
-5.992, 10.344, -5.935, 10.394, 0, 5, 10.0, 691391320
-5.989, 10.342, -5.855, 10.381, 0, 5, 10.0, 691391427
-5.988, 10.360, -5.831, 10.449, 0, 5, 10.0, 691391538
-5.983, 10.365, -5.835, 10.398, 0, 5, 9.7, 691391635
-5.983, 10.359, -5.941, 10.332, 0, 5, 9.9, 691391739
-5.974, 10.358, -5.802, 10.349, 0, 5, 9.9, 691391849
-5.973, 10.355, -5.859, 10.460, 0, 5, 9.9, 691391947
-5.973, 10.350, -5.846, 10.254, 0, 5, 9.6, 691392032
-5.993, 10.345, -5.996, 10.387, 0, 5, 9.6, 691392136
-5.987, 10.343, -5.859, 10.428, 0, 5, 9.7, 691392227
-5.986, 10.339, -5.844, 10.250, 0, 5, 10.0, 691392332
-5.979, 10.333, -5.884, 10.399, 0, 5, 10.1, 691392435
-5.984, 10.336, -5.995, 10.260, 0, 5, 10.1, 691392541
-5.970, 10.335, -5.808, 10.384, 0, 5, 9.7, 691392659
-5.968, 10.354, -5.894, 10.370, 0, 5, 10.0, 691392779
-5.970, 10.360, -5.923, 10.387, 0, 5, 9.8, 691392889
-5.975, 10.358, -5.867, 10.397, 0, 5, 9.9, 691392973
-5.977, 10.356, -5.808, 10.382, 0, 5, 9.8, 691393170
-5.968, 10.356, -5.853, 10.402, 0, 5, 10.0, 691393247
-5.970, 10.359, -5.821, 10.352, 0, 5, 10.4, 691393386
-5.972, 10.356, -5.869, 10.344, 0, 5, 9.9, 691393470
-5.969, 10.349, -5.804, 10.300, 0, 5, 10.4, 691393577
-5.969, 10.345, -5.889, 10.368, 0, 5, 10.0, 691393672
-5.976, 10.341, -5.913, 10.377, 0, 5, 10.1, 691393763
-5.975, 10.345, -5.716, 10.336, 0, 5, 10.0, 691393865
-5.964, 10.342, -5.802, 10.390, 0, 5, 10.1, 691393986
-5.969, 10.346, -5.947, 10.206, 0, 5, 9.8, 691394075
-5.963, 10.350, -5.927, 10.403, 0, 5, 9.9, 691394135
-5.963, 10.346, -5.830, 10.321, 0, 5, 9.9, 691394245
-5.961, 10.347, -5.875, 10.330, 0, 5, 9.7, 691394382
-5.955, 10.345, -5.949, 10.362, 0, 5, 9.9, 691394467
-5.964, 10.345, -5.910, 10.284, 0, 5, 9.8, 691394561
-5.964, 10.340, -5.948, 10.433, 0, 5, 9.9, 691394658
-5.965, 10.348, -5.861, 10.420, 0, 5, 10.1, 691394767
-5.970, 10.342, -5.899, 10.270, 0, 5, 10.2, 691394882
-5.969, 10.342, -5.895, 10.383, 0, 5, 10.0, 691394971
-5.967, 10.353, -5.995, 10.243, 0, 5, 9.9, 691395063
