XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-8.128, -39.705, -8.147, -39.673, 0, 5, 10.0, 436523183
-8.126, -39.715, -8.100, -39.905, 0, 5, 10.3, 436523273
-8.129, -39.717, -8.155, -39.659, 0, 5, 10.0, 436523372
-8.126, -39.717, -8.089, -39.742, 0, 5, 10.2, 436523454
-8.130, -39.710, -8.092, -39.766, 0, 5, 9.8, 436523544
-8.112, -39.705, -8.000, -39.651, 0, 5, 10.2, 436523648
-8.118, -39.713, -8.067, -39.728, 0, 5, 9.9, 436523742
-8.116, -39.725, -8.037, -39.737, 0, 5, 10.3, 436523838
-8.112, -39.708, -8.161, -39.667, 0, 5, 9.9, 436523927
-8.107, -39.699, -8.055, -39.587, 0, 5, 10.0, 436524027
-8.095, -39.689, -8.002, -39.713, 0, 5, 10.0, 436524130
-8.091, -39.693, -8.132, -39.793, 0, 5, 10.1, 436524234
-8.101, -39.693, -8.013, -39.674, 0, 5, 10.1, 436524338
-8.099, -39.699, -7.978, -39.810, 0, 5, 10.1, 436524428
-8.104, -39.693, -8.032, -39.656, 0, 5, 10.2, 436524505
-8.100, -39.691, -8.120, -39.777, 0, 5, 10.3, 436524600
-8.102, -39.679, -8.229, -39.617, 0, 5, 10.0, 436524692
-8.098, -39.665, -7.978, -39.636, 0, 5, 10.4, 436524773
-8.100, -39.677, -8.218, -39.774, 0, 5, 9.9, 436524865
-8.095, -39.682, -8.117, -39.742, 0, 5, 10.2, 436524963
-8.099, -39.688, -8.043, -39.648, 0, 5, 10.1, 436525071
-8.107, -39.690, -8.203, -39.745, 0, 5, 10.3, 436525163
-8.104, -39.690, -8.112, -39.783, 0, 5, 10.3, 436525260
-8.107, -39.688, -8.093, -39.658, 0, 5, 10.4, 436525368
-8.110, -39.703, -7.986, -39.593, 0, 5, 10.4, 436525459
-8.102, -39.697, -8.088, -39.880, 0, 5, 10.3, 436525555
-8.107, -39.688, -8.111, -39.541, 0, 5, 10.0, 436525652
-8.108, -39.686, -8.081, -39.780, 0, 5, 10.0, 436525759
-8.101, -39.690, -8.044, -39.786, 0, 5, 10.3, 436525868
-8.098, -39.683, -8.065, -39.522, 0, 5, 10.1, 436525952
-8.092, -39.689, -8.118, -39.747, 0, 5, 10.1, 436526047
-8.098, -39.681, -8.139, -39.756, 0, 5, 10.2, 436526152
-8.097, -39.693, -8.100, -39.603, 0, 5, 10.3, 436526252
-8.097, -39.698, -8.170, -39.647, 0, 5, 10.4, 436526355
-8.105, -39.696, -8.144, -39.677, 0, 5, 10.1, 436526457
-8.102, -39.685, -8.106, -39.679, 0, 5, 10.5, 436526559
-8.107, -39.680, -8.032, -39.671, 0, 5, 10.0, 436526654
-8.107, -39.683, -8.038, -39.660, 0, 5, 10.2, 436526756
-8.108, -39.696, -8.074, -39.769, 0, 5, 10.1, 436526839
-8.107, -39.702, -8.057, -39.767, 0, 5, 10.3, 436526930
-8.109, -39.707, -7.987, -39.720, 0, 5, 10.2, 436527025
-8.110, -39.702, -8.006, -39.790, 0, 5, 10.3, 436527116
-8.106, -39.695, -8.111, -39.479, 0, 5, 10.4, 436527211
