XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-2.120, -1.739, -1.466, -1.809, 0, 5, 7.2, 550120159
-2.125, -1.743, -1.473, -1.763, 0, 5, 7.2, 550120243
-2.121, -1.744, -1.459, -1.695, 0, 5, 7.6, 550120340
-2.123, -1.744, -1.514, -1.796, 0, 5, 7.4, 550120416
-2.120, -1.744, -1.476, -1.735, 0, 5, 7.0, 550120511
-2.119, -1.743, -1.481, -1.876, 0, 5, 7.5, 550120589
-2.117, -1.742, -1.527, -1.763, 0, 5, 7.3, 550120682
-2.116, -1.741, -1.418, -1.744, 0, 5, 7.4, 550120775
-2.116, -1.739, -1.406, -1.741, 0, 5, 7.3, 550120853
-2.119, -1.736, -1.491, -1.743, 0, 5, 7.2, 550120948
-2.117, -1.735, -1.450, -1.740, 0, 5, 7.2, 550121043
-2.112, -1.736, -1.487, -1.792, 0, 5, 7.6, 550121141
-2.110, -1.736, -1.454, -1.751, 0, 5, 7.3, 550121224
-2.104, -1.732, -1.380, -1.707, 0, 5, 7.1, 550121294
-2.102, -1.729, -1.406, -1.757, 0, 5, 7.3, 550121372
-2.103, -1.730, -1.482, -1.635, 0, 5, 7.3, 550121468
-2.100, -1.730, -1.388, -1.829, 0, 5, 7.4, 550121568
-2.099, -1.726, -1.451, -1.725, 0, 5, 7.1, 550121656
-2.100, -1.729, -1.432, -1.676, 0, 5, 7.5, 550121763
-2.100, -1.727, -1.451, -1.687, 0, 5, 7.3, 550121844
-2.100, -1.725, -1.393, -1.889, 0, 5, 7.5, 550121935
-2.096, -1.726, -1.473, -1.808, 0, 5, 7.3, 550122048
-2.095, -1.724, -1.466, -1.816, 0, 5, 7.0, 550122139
-2.102, -1.724, -1.423, -1.774, 0, 5, 7.3, 550122232
-2.103, -1.723, -1.469, -1.676, 0, 5, 7.0, 550122324
-2.101, -1.721, -1.425, -1.761, 0, 5, 7.4, 550122404
-2.101, -1.723, -1.392, -1.750, 0, 5, 7.2, 550122501
-2.104, -1.723, -1.454, -1.812, 0, 5, 7.1, 550122579
-2.105, -1.726, -1.422, -1.811, 0, 5, 7.2, 550122675
-2.104, -1.721, -1.598, -1.621, 0, 5, 7.6, 550122750
-2.108, -1.725, -1.460, -1.726, 0, 5, 7.1, 550122845
-2.109, -1.727, -1.536, -1.879, 0, 5, 7.2, 550122938
-2.108, -1.731, -1.421, -1.878, 0, 5, 7.2, 550123034
-2.104, -1.732, -1.452, -1.719, 0, 5, 7.3, 550123111
-2.100, -1.730, -1.369, -1.705, 0, 5, 7.4, 550123205
-2.099, -1.728, -1.430, -1.720, 0, 5, 7.1, 550123296
-2.098, -1.730, -1.444, -1.764, 0, 5, 7.0, 550123378
-2.100, -1.729, -1.393, -1.744, 0, 5, 7.3, 550123449
-2.101, -1.729, -1.444, -1.726, 0, 5, 7.2, 550123525
-2.101, -1.728, -1.407, -1.629, 0, 5, 7.3, 550123622
-2.100, -1.728, -1.436, -1.749, 0, 5, 7.0, 550123724
-2.100, -1.726, -1.489, -1.756, 0, 5, 7.4, 550123817
-2.100, -1.722, -1.482, -1.696, 0, 5, 7.4, 550123915
