XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-9.470, 1.019, -9.336, 1.004, 0, 5, 9.7, 694575496
-9.474, 1.026, -9.292, 0.980, 0, 5, 9.4, 694575575
-9.468, 1.024, -9.347, 0.943, 0, 5, 9.5, 694575659
-9.466, 1.028, -9.271, 1.121, 0, 5, 9.7, 694575750
-9.469, 1.026, -9.321, 1.133, 0, 5, 9.4, 694575846
-9.461, 1.025, -9.380, 0.970, 0, 5, 9.8, 694575925
-9.469, 1.037, -9.396, 1.151, 0, 5, 9.6, 694576013
-9.466, 1.043, -9.284, 1.087, 0, 5, 9.5, 694576106
-9.475, 1.043, -9.493, 1.012, 0, 5, 9.7, 694576184
-9.472, 1.043, -9.410, 0.864, 0, 5, 9.8, 694576282
-9.471, 1.041, -9.345, 1.153, 0, 5, 9.4, 694576361
-9.474, 1.039, -9.375, 1.013, 0, 5, 9.8, 694576452
-9.468, 1.041, -9.385, 1.157, 0, 5, 9.5, 694576545
-9.472, 1.035, -9.372, 0.850, 0, 5, 9.7, 694576625
-9.468, 1.033, -9.416, 1.039, 0, 5, 9.8, 694576722
-9.473, 1.036, -9.363, 1.102, 0, 5, 9.8, 694576799
-9.471, 1.032, -9.385, 0.945, 0, 5, 9.9, 694576894
-9.468, 1.028, -9.447, 1.045, 0, 5, 9.6, 694576971
-9.473, 1.027, -9.494, 1.072, 0, 5, 9.7, 694577064
-9.477, 1.028, -9.387, 0.945, 0, 5, 9.6, 694577156
-9.480, 1.028, -9.282, 1.027, 0, 5, 10.1, 694577239
-9.481, 1.025, -9.240, 0.938, 0, 5, 9.8, 694577336
-9.465, 1.027, -9.281, 1.085, 0, 5, 9.7, 694577427
-9.465, 1.020, -9.334, 1.102, 0, 5, 9.9, 694577498
-9.473, 1.022, -9.427, 0.978, 0, 5, 9.9, 694577576
-9.468, 1.025, -9.208, 1.100, 0, 5, 9.6, 694577674
-9.467, 1.015, -9.419, 0.956, 0, 5, 9.5, 694577776
-9.466, 1.023, -9.358, 1.001, 0, 5, 9.7, 694577873
-9.467, 1.016, -9.436, 1.062, 0, 5, 9.5, 694577967
-9.459, 1.014, -9.286, 1.109, 0, 5, 9.6, 694578066
-9.444, 1.020, -9.237, 1.046, 0, 5, 9.4, 694578142
-9.439, 1.031, -9.334, 1.184, 0, 5, 9.6, 694578244
-9.442, 1.025, -9.498, 1.030, 0, 5, 9.6, 694578342
-9.443, 1.030, -9.247, 1.070, 0, 5, 9.5, 694578436
-9.446, 1.041, -9.276, 1.087, 0, 5, 9.8, 694578531
-9.452, 1.038, -9.439, 0.955, 0, 5, 9.8, 694578620
-9.448, 1.037, -9.333, 1.091, 0, 5, 9.9, 694578720
-9.458, 1.028, -9.322, 0.944, 0, 5, 9.8, 694578816
-9.452, 1.023, -9.354, 1.071, 0, 5, 9.4, 694578916
-9.457, 1.027, -9.480, 1.027, 0, 5, 9.5, 694579020
-9.456, 1.029, -9.209, 0.904, 0, 5, 9.6, 694579125
-9.465, 1.018, -9.298, 0.925, 0, 5, 9.6, 694579212
-9.461, 1.024, -9.205, 1.079, 0, 5, 9.7, 694579315
