XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS

    
-1.667, 16.759, -1.518, 16.694, 0, 5, 18.0, 570162700
-1.671, 16.759, -1.468, 16.812, 0, 5, 17.5, 570162787
-1.671, 16.758, -1.440, 16.776, 0, 5, 17.8, 570162876
-1.672, 16.757, -1.515, 16.692, 0, 5, 17.8, 570162978
-1.673, 16.757, -1.348, 16.823, 0, 5, 18.0, 570163087
-1.671, 16.758, -1.492, 16.800, 0, 5, 17.5, 570163177
-1.676, 16.758, -1.371, 16.717, 0, 5, 17.3, 570163276
-1.675, 16.760, -1.419, 16.752, 0, 5, 17.7, 570163382
-1.675, 16.761, -1.402, 16.887, 0, 5, 17.9, 570163478
-1.672, 16.760, -1.381, 16.789, 0, 5, 17.6, 570163579
-1.672, 16.762, -1.272, 16.742, 0, 5, 18.1, 570163685
-1.673, 16.761, -1.455, 16.682, 0, 5, 18.0, 570163781
-1.671, 16.764, -1.426, 16.777, 0, 5, 17.9, 570163911
-1.671, 16.761, -1.355, 16.923, 0, 5, 17.9, 570164032
-1.671, 16.758, -1.471, 16.688, 0, 5, 17.7, 570164121
-1.670, 16.757, -1.536, 16.815, 0, 5, 17.4, 570164220
-1.671, 16.759, -1.496, 16.821, 0, 5, 17.7, 570164312
-1.668, 16.762, -1.356, 16.782, 0, 5, 17.8, 570164429
-1.667, 16.761, -1.355, 16.694, 0, 5, 17.7, 570164524
-1.669, 16.765, -1.424, 16.777, 0, 5, 17.9, 570164620
-1.665, 16.766, -1.580, 16.809, 0, 5, 18.1, 570164728
-1.669, 16.768, -1.429, 16.659, 0, 5, 17.8, 570164812
-1.670, 16.765, -1.487, 16.755, 0, 5, 17.8, 570164921
-1.667, 16.766, -1.384, 16.677, 0, 5, 17.7, 570165027
-1.671, 16.767, -1.466, 16.797, 0, 5, 17.5, 570165121
-1.670, 16.771, -1.388, 16.772, 0, 5, 17.6, 570165213
-1.669, 16.768, -1.470, 16.719, 0, 5, 17.9, 570165334
-1.674, 16.764, -1.444, 16.781, 0, 5, 18.4, 570165436
-1.675, 16.762, -1.556, 16.747, 0, 5, 17.6, 570165536
-1.676, 16.763, -1.535, 16.669, 0, 5, 17.9, 570165619
-1.675, 16.762, -1.450, 16.836, 0, 5, 17.7, 570165713
-1.676, 16.759, -1.469, 16.607, 0, 5, 17.9, 570165822
-1.676, 16.760, -1.421, 16.661, 0, 5, 17.5, 570165922
-1.679, 16.759, -1.346, 16.590, 0, 5, 17.8, 570166026
-1.676, 16.757, -1.461, 16.877, 0, 5, 17.8, 570166123
-1.679, 16.761, -1.424, 16.738, 0, 5, 17.7, 570166213
-1.678, 16.760, -1.479, 16.814, 0, 5, 17.7, 570166329
-1.682, 16.766, -1.481, 16.766, 0, 5, 17.9, 570166423
-1.683, 16.765, -1.468, 16.685, 0, 5, 17.9, 570166524
-1.686, 16.766, -1.438, 16.709, 0, 5, 17.9, 570166623
-1.688, 16.765, -1.465, 16.791, 0, 5, 17.8, 570166720
-1.689, 16.765, -1.495, 16.813, 0, 5, 17.6, 570166813
-1.691, 16.765, -1.402, 16.800, 0, 5, 17.9, 570166921
