XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS 

-8.737, 0.842, -8.921, 0.857, 0, 12, 10.0, 692188565
-8.735, 0.833, -8.923, 0.823, 0, 12, 9.8, 692188646
-8.738, 0.839, -8.802, 0.872, 0, 12, 9.8, 692188725
-8.729, 0.837, -8.758, 0.905, 0, 12, 9.8, 692188818
-8.725, 0.841, -8.758, 0.884, 0, 12, 9.8, 692188927
-8.718, 0.849, -8.778, 0.998, 0, 12, 9.5, 692189020
-8.720, 0.858, -8.813, 0.866, 0, 12, 9.8, 692189125
-8.717, 0.857, -8.816, 0.864, 0, 12, 9.9, 692189241
-8.712, 0.859, -8.783, 0.953, 0, 12, 10.0, 692189320
-8.719, 0.858, -8.826, 0.850, 0, 12, 9.8, 692189418
-8.712, 0.867, -8.776, 0.989, 0, 12, 9.7, 692189495
-8.715, 0.864, -8.783, 0.881, 0, 12, 9.7, 692189590
-8.703, 0.859, -8.781, 0.947, 0, 12, 9.8, 692189688
-8.709, 0.863, -8.803, 0.784, 0, 12, 9.8, 692189761
-8.710, 0.857, -8.812, 0.809, 0, 12, 9.9, 692189861
-8.709, 0.853, -8.788, 0.833, 0, 12, 9.9, 692189918
-8.709, 0.850, -8.766, 0.843, 0, 12, 9.7, 692190010
-8.709, 0.847, -8.798, 0.865, 0, 12, 9.7, 692190086
-8.704, 0.849, -8.549, 0.752, 0, 12, 9.7, 692190162
-8.721, 0.855, -9.198, 1.137, 0, 12, 9.6, 692190275
-8.766, 0.854, -8.658, 1.068, 0, 12, 9.6, 692190373
-8.724, 0.813, -8.676, 0.749, 0, 12, 9.9, 692190464
-8.738, 0.836, -8.893, 0.841, 0, 12, 9.5, 692190577
-8.721, 0.834, -8.391, 0.809, 0, 12, 10.0, 692190688
-8.726, 0.838, -8.785, 0.809, 0, 12, 9.8, 692190777
-8.727, 0.842, -9.013, 1.011, 0, 12, 9.7, 692190870
-8.709, 0.829, -8.699, 0.725, 0, 12, 9.9, 692190965
-8.710, 0.828, -8.860, 0.890, 0, 12, 9.7, 692191078
-8.713, 0.831, -8.746, 0.799, 0, 12, 9.7, 692191184
-8.706, 0.821, -8.578, 0.814, 0, 12, 9.6, 692191301
-8.705, 0.824, -8.778, 0.807, 0, 12, 9.7, 692191388
-8.708, 0.825, -8.745, 0.901, 0, 12, 9.7, 692191487
-8.712, 0.815, -8.849, 0.860, 0, 12, 9.5, 692191588
-8.709, 0.818, -8.778, 0.801, 0, 12, 9.6, 692191665
-8.705, 0.815, -8.788, 0.895, 0, 12, 9.6, 692191759
-8.701, 0.817, -8.972, 0.916, 0, 12, 9.7, 692191865
-8.708, 0.810, -8.842, 0.646, 0, 12, 9.5, 692191966
-8.708, 0.810, -8.917, 0.803, 0, 12, 9.7, 692192076
-8.703, 0.812, -8.810, 0.882, 0, 12, 9.7, 692192166
-8.707, 0.813, -8.802, 0.897, 0, 12, 9.4, 692192262
-8.708, 0.810, -8.907, 0.872, 0, 12, 9.7, 692192371
-8.708, 0.807, -8.899, 0.782, 0, 12, 9.9, 692192466
-8.707, 0.811, -8.646, 0.763, 0, 12, 9.4, 692192573
-8.713, 0.817, -8.885, 0.857, 0, 12, 9.6, 692192667
-8.715, 0.817, -8.684, 0.791, 0, 12, 9.8, 692192775
-8.710, 0.812, -8.839, 0.786, 0, 12, 9.9, 692192868
-8.707, 0.814, -8.878, 0.841, 0, 12, 9.6, 692192962
-8.707, 0.821, -8.868, 0.938, 0, 12, 9.6, 692193072
-8.709, 0.824, -8.718, 0.960, 0, 12, 10.0, 692193169
-8.713, 0.823, -8.936, 0.948, 0, 12, 9.5, 692193279
-8.712, 0.824, -8.865, 0.888, 0, 12, 9.9, 692193386
-8.717, 0.825, -8.923, 1.038, 0, 12, 9.4, 692193464
-8.716, 0.825, -8.956, 0.876, 0, 12, 9.4, 692193573
-8.715, 0.826, -8.773, 0.799, 0, 12, 9.9, 692193667
-8.716, 0.827, -8.957, 0.899, 0, 12, 10.0, 692193774
-8.719, 0.830, -8.827, 0.863, 0, 12, 10.1, 692193867
-8.716, 0.828, -8.778, 0.903, 0, 12, 9.9, 692193960
-8.713, 0.827, -8.877, 0.752, 0, 12, 9.6, 692194040
-8.714, 0.826, -8.992, 0.971, 0, 12, 9.8, 692194133
-8.717, 0.829, -8.871, 0.778, 0, 12, 10.0, 692194227
-8.718, 0.831, -8.770, 0.792, 0, 12, 9.3, 692194319
-8.721, 0.836, -8.610, 0.832, 0, 12, 9.6, 692194422
-8.726, 0.834, -8.729, 0.931, 0, 12, 9.6, 692194505
-8.725, 0.832, -8.925, 0.751, 0, 12, 9.9, 692194605
-8.723, 0.832, -8.934, 0.912, 0, 12, 9.7, 692194678
-8.726, 0.830, -8.898, 0.753, 0, 12, 9.6, 692194769
-8.722, 0.828, -8.961, 0.849, 0, 12, 9.9, 692194866
-8.720, 0.826, -8.839, 0.856, 0, 12, 9.8, 692194974
-8.724, 0.826, -9.047, 1.004, 0, 12, 9.5, 692195069
-8.723, 0.829, -8.856, 0.937, 0, 12, 9.7, 692195162
-8.725, 0.827, -8.804, 0.891, 0, 12, 9.6, 692195273
-8.725, 0.834, -8.698, 0.891, 0, 12, 9.8, 692195367
-8.722, 0.828, -9.121, 0.849, 0, 12, 9.8, 692195464
-8.726, 0.826, -8.841, 0.972, 0, 12, 9.7, 692195541
-8.728, 0.826, -8.824, 0.808, 0, 12, 9.6, 692195636
-8.731, 0.821, -8.716, 0.758, 0, 12, 10.0, 692195729
-8.727, 0.824, -8.585, 0.854, 0, 12, 9.9, 692195824
-8.723, 0.824, -8.845, 0.945, 0, 12, 9.7, 692195923
-8.723, 0.824, -8.731, 0.783, 0, 12, 9.8, 692196025
-8.734, 0.830, -8.989, 0.911, 0, 12, 9.8, 692196118
-8.737, 0.833, -8.847, 0.906, 0, 12, 9.7, 692196225
-8.728, 0.848, -8.823, 0.785, 0, 12, 9.8, 692196304
