XKALM, YKALM, XCZYST, YCZYST, KZAD, WZAD, WYS, CZAS 

-1.483, 0.020, -1.153, 0.555, 0, 5, 28.9, 887476305
-1.482, 0.015, -1.150, 0.385, 0, 5, 28.3, 887476459
-1.476, -0.003, -1.139, -0.477, 0, 5, 28.4, 887476568
-1.477, -0.011, -1.406, -0.089, 0, 5, 28.3, 887476682
-1.483, 0.000, -1.400, 0.396, 0, 5, 28.9, 887476767
-1.483, 0.010, -1.156, -0.138, 0, 5, 28.1, 887476871
-1.482, 0.027, -1.195, 0.128, 0, 5, 29.0, 887476980
-1.478, 0.013, -1.268, -0.202, 0, 5, 28.6, 887477101
-1.481, 0.007, -1.310, -0.372, 0, 5, 28.7, 887477193
-1.479, -0.006, -1.403, 0.160, 0, 5, 28.1, 887477301
-1.479, -0.018, -1.257, -0.641, 0, 5, 28.3, 887477403
-1.482, 0.005, -1.231, 0.401, 0, 5, 28.7, 887477500
-1.481, -0.010, -1.193, -0.317, 0, 5, 28.5, 887477566
-1.481, -0.003, -1.387, -0.355, 6, 5, 28.7, 887477679
-1.485, 0.039, -1.316, 0.249, 6, 5, 28.5, 887477777
-1.489, 0.298, -1.967, 0.269, 6, 5, 28.2, 887477880
-1.490, 0.874, -1.576, 1.745, 6, 5, 28.5, 887477980
-1.463, 1.837, -1.204, 3.955, 6, 5, 28.1, 887478082
-1.468, 2.322, -1.179, 5.683, 6, 5, 28.4, 887478182
-1.463, 3.387, -1.180, 6.766, 6, 5, 28.8, 887478279
-1.458, 4.148, -1.281, 8.115, 6, 5, 28.5, 887478381
-1.450, 4.469, -1.010, 8.636, 6, 5, 28.9, 887478485
-1.441, 4.403, -1.128, 7.418, 6, 5, 28.6, 887478585
-1.438, 4.167, -0.967, 6.782, 6, 5, 28.8, 887478683
-1.435, 3.901, -1.332, 5.392, 6, 5, 29.0, 887478783
-1.440, 3.886, -1.180, 5.321, 6, 5, 28.2, 887478878
-1.433, 3.996, -1.324, 4.819, 6, 5, 28.7, 887478980
-1.425, 4.257, -1.215, 6.062, 6, 5, 28.8, 887479060
-1.438, 4.484, -1.352, 5.690, 6, 5, 28.5, 887479168
-1.436, 4.953, -1.236, 6.795, 6, 5, 28.7, 887479284
-1.434, 5.064, -1.129, 7.107, 6, 5, 28.7, 887479379
-1.431, 5.052, -1.083, 6.266, 6, 5, 28.2, 887479483
-1.423, 4.998, -1.164, 6.087, 6, 5, 28.7, 887479576
-1.414, 5.058, -1.027, 5.892, 6, 5, 28.8, 887479688
-1.425, 5.164, -1.471, 5.856, 6, 5, 28.6, 887479803
-1.419, 5.275, -1.254, 5.829, 6, 5, 28.3, 887479882
-1.414, 5.362, -1.133, 6.874, 6, 5, 28.6, 887479989
-1.404, 5.427, -1.124, 6.432, 6, 5, 28.6, 887480080
-1.404, 5.423, -1.395, 5.726, 6, 5, 28.6, 887480189
-1.408, 5.455, -0.985, 6.115, 6, 5, 28.5, 887480282
-1.407, 5.494, -1.052, 6.663, 6, 5, 28.6, 887480384
-1.409, 5.552, -1.196, 5.783, 6, 5, 28.9, 887480484
-1.409, 5.572, -1.285, 6.005, 6, 5, 28.6, 887480587
-1.408, 5.636, -1.172, 6.447, 6, 5, 28.5, 887480682
-1.409, 5.699, -1.317, 6.488, 6, 5, 28.4, 887480802
-1.404, 5.717, -1.394, 5.730, 6, 5, 28.7, 887480906
-1.402, 5.747, -0.999, 6.127, 6, 5, 28.5, 887481024
-1.407, 5.809, -1.293, 6.300, 6, 5, 28.7, 887481148
-1.404, 5.822, -1.210, 5.875, 6, 5, 28.8, 887481243
-1.394, 5.836, -1.171, 5.842, 6, 5, 28.5, 887481343
-1.391, 5.869, -0.932, 6.760, 6, 5, 28.4, 887481443
-1.390, 5.901, -0.987, 6.288, 6, 5, 28.7, 887481552
-1.389, 5.902, -1.216, 5.567, 6, 5, 28.8, 887481641
-1.390, 5.915, -1.023, 6.153, 6, 5, 28.8, 887481742
-1.396, 5.939, -1.130, 6.642, 6, 5, 28.8, 887481840
-1.402, 5.959, -1.299, 5.863, 6, 5, 28.8, 887481942
-1.399, 5.959, -1.264, 5.622, 6, 5, 28.4, 887482041
-1.399, 5.971, -1.089, 6.572, 6, 5, 28.5, 887482141
-1.395, 6.011, -1.039, 6.668, 6, 5, 28.9, 887482245
-1.397, 6.017, -1.204, 5.668, 6, 5, 28.4, 887482344
-1.391, 6.015, -1.135, 5.756, 6, 5, 29.0, 887482441
-1.385, 6.032, -1.039, 6.414, 6, 5, 29.3, 887482544
-1.390, 6.060, -1.428, 6.016, 6, 5, 28.9, 887482641
-1.395, 6.029, -0.990, 5.913, 6, 5, 28.7, 887482756
-1.392, 6.023, -1.097, 5.975, 6, 5, 28.4, 887482884
-1.391, 6.066, -0.981, 6.604, 6, 5, 28.4, 887482988
-1.395, 6.084, -1.458, 6.404, 6, 5, 28.5, 887483084
-1.393, 6.075, -1.191, 5.707, 6, 5, 29.1, 887483186
-1.397, 6.060, -1.104, 5.706, 6, 5, 28.6, 887483284
-1.400, 6.067, -1.395, 6.427, 6, 5, 28.7, 887483393
-1.410, 6.096, -1.183, 6.427, 6, 5, 28.6, 887483490
-1.407, 6.105, -1.219, 6.174, 6, 5, 28.9, 887483584
-1.408, 6.090, -1.279, 5.559, 6, 5, 28.8, 887483682
-1.409, 6.080, -1.233, 6.107, 6, 5, 29.0, 887483789
-1.410, 6.088, -1.047, 6.442, 6, 5, 28.8, 887483889
-1.414, 6.108, -1.157, 6.529, 6, 5, 28.7, 887483989
-1.415, 6.120, -1.349, 6.356, 6, 5, 28.5, 887484091
-1.415, 6.109, -1.201, 5.605, 6, 5, 28.5, 887484189
-1.407, 6.106, -1.223, 5.772, 6, 5, 28.7, 887484291
-1.408, 6.108, -1.310, 6.507, 6, 5, 28.8, 887484373
-1.402, 6.134, -1.364, 6.555, 0, 5, 28.5, 887484502
-1.419, 5.951, -1.042, 6.493, 0, 5, 28.9, 887484602
-1.428, 5.437, -1.229, 5.503, 0, 5, 28.3, 887484707
-1.434, 4.868, -0.933, 4.157, 0, 5, 28.7, 887484803
-1.443, 4.302, -1.447, 2.547, 0, 5, 28.6, 887484906
-1.450, 3.466, -1.242, 1.274, 0, 5, 28.3, 887485003
-1.465, 2.807, -1.180, -0.089, 0, 5, 28.6, 887485128
-1.481, 1.784, -1.334, -1.740, 0, 5, 28.2, 887485231
-1.491, 1.098, -1.179, -2.442, 0, 5, 28.3, 887485338
-1.507, 0.511, -1.425, -4.030, 0, 5, 28.2, 887485462
-1.519, -0.060, -1.302, -4.138, 0, 5, 28.5, 887485561
-1.520, -0.282, -1.250, -3.458, 0, 5, 28.7, 887485666
-1.507, -0.272, -1.588, -3.733, 0, 5, 28.7, 887485765
-1.528, -0.126, -1.434, -2.829, 0, 5, 28.9, 887485860
-1.528, 0.128, -1.004, -1.199, 0, 5, 28.6, 887485963
-1.496, 0.420, -0.984, 0.104, 0, 5, 28.9, 887486066
-1.479, 0.812, -1.590, 0.596, 0, 5, 28.8, 887486161
-1.477, 1.070, -0.962, 1.349, 0, 5, 28.7, 887486269
-1.462, 1.343, -1.247, 1.609, 0, 5, 28.9, 887486383
-1.461, 1.444, -1.260, 2.199, 0, 5, 28.9, 887486492
-1.460, 1.364, -1.201, 1.257, 0, 5, 28.8, 887486587
-1.464, 1.204, -1.191, 1.417, 0, 5, 28.3, 887486691
-1.463, 1.062, -1.236, 1.163, 0, 5, 28.7, 887486789
-1.460, 0.767, -1.248, 0.574, 0, 5, 28.2, 887486893
-1.462, 0.516, -1.356, -0.024, 0, 5, 28.2, 887486991
-1.464, 0.331, -1.143, -0.316, 0, 5, 28.1, 887487090
-1.470, 0.163, -1.258, -0.877, 0, 5, 28.6, 887487191
-1.473, 0.113, -1.301, -0.404, 0, 5, 28.1, 887487299
-1.487, 0.074, -1.374, -0.634, 0, 5, 29.0, 887487400
-1.483, 0.162, -1.147, 0.160, 0, 5, 28.7, 887487505
-1.474, 0.219, -1.151, -0.324, 0, 5, 28.6, 887487607
-1.468, 0.290, -1.188, -0.227, 0, 5, 28.4, 887487707
-1.468, 0.342, -1.113, 0.418, 0, 5, 28.9, 887487807
